SalesOrderID,OrderDate,ShipDate,DateKey,CustomerKey,ProductKey,TerritoryKey,OrderQuantity,UnitPrice,DiscountPercent,SalesAmount,TotalProductCost,TaxAmount,FreightAmount,OrderStatus
23061,2022-09-28,2022-10-05,20220928,1377,137,5,6,33.86,0.05,193.0,101.16,15.44,12.7,Delivered
23062,2022-03-24,2022-03-29,20220324,550,80,3,1,66.19,0.0,66.19,39.47,5.3,12.86,Delivered
23063,2024-07-12,2024-07-20,20240712,1941,69,6,6,99.99,0.2,479.95,330.06,38.4,12.12,Delivered
23064,2022-03-19,2022-03-21,20220319,330,137,7,6,32.27,0.15,164.58,101.16,13.17,9.03,Delivered
23065,2024-02-07,2024-02-17,20240207,518,131,1,8,44.64,0.0,357.12,209.36,28.57,13.96,Shipped
23066,2024-02-28,2024-03-07,20240228,1719,106,5,7,37.11,0.0,259.77,128.31,20.78,3.14,Delivered
23067,2024-02-29,2024-03-06,20240229,1941,8,2,4,737.63,0.0,2950.52,1545.84,236.04,23.37,Delivered
23068,2023-02-13,2023-02-15,20230213,981,63,7,2,134.36,0.0,268.72,181.28,21.5,3.62,Delivered
23069,2022-01-12,2022-01-15,20220112,1034,119,5,7,17.79,0.0,124.53,83.44,9.96,11.84,Delivered
23070,2024-03-17,2024-03-24,20240317,502,5,4,2,1318.81,0.0,2637.62,1599.74,211.01,8.8,Delivered
23071,2023-08-05,2023-08-08,20230805,991,121,3,8,47.98,0.0,383.84,250.64,30.71,7.68,Shipped
23072,2022-09-15,2022-09-21,20220915,1587,21,6,3,20.01,0.2,48.02,40.59,3.84,4.57,Delivered
23073,2023-12-17,2023-12-20,20231217,1070,19,2,3,4311.26,0.2,10347.02,5943.45,827.76,22.48,Delivered
23074,2024-10-10,2024-10-13,20241010,194,54,7,6,81.35,0.1,439.29,307.26,35.14,5.08,Delivered
23075,2022-01-02,2022-01-12,20220102,486,161,1,1,15.59,0.0,15.59,8.28,1.25,3.5,Delivered
23076,2024-09-26,2024-10-06,20240926,1181,68,4,1,154.58,0.0,154.58,76.44,12.37,7.92,Delivered
23077,2022-01-18,2022-01-28,20220118,633,61,3,5,204.39,0.0,1021.95,563.6,81.76,7.08,Delivered
23078,2023-11-01,2023-11-10,20231101,246,27,3,8,101.9,0.0,815.2,456.0,65.22,12.56,Delivered
23079,2023-11-19,2023-11-27,20231119,1108,29,7,7,321.71,0.15,1914.17,813.68,153.13,9.18,Delivered
23080,2023-02-03,2023-02-08,20230203,1368,45,2,6,82.59,0.2,396.43,338.76,31.71,6.9,Delivered
23081,2024-03-02,2024-03-12,20240302,1739,149,7,8,58.53,0.2,374.59,190.72,29.97,7.55,Delivered
23082,2023-03-26,2023-03-30,20230326,1740,114,7,6,45.47,0.0,272.82,167.16,21.83,1.56,Returned
23083,2022-09-06,2022-09-13,20220906,1152,66,6,5,223.34,0.05,1060.86,501.7,84.87,4.33,Delivered
23084,2022-09-20,2022-09-26,20220920,72,43,4,8,132.18,0.0,1057.44,441.12,84.6,10.67,Delivered
23085,2022-07-12,2022-07-13,20220712,1419,38,4,2,36.33,0.2,58.13,28.12,4.65,14.16,Delivered
23086,2024-08-26,2024-09-05,20240826,1935,94,2,1,45.51,0.05,43.23,23.06,3.46,7.93,Delivered
23087,2024-01-31,2024-02-10,20240131,730,109,6,7,72.91,0.0,510.37,238.7,40.83,3.82,Delivered
23088,2024-06-19,2024-06-25,20240619,1761,79,5,7,59.81,0.15,355.87,276.71,28.47,6.63,Delivered
23089,2024-12-29,2025-01-02,20241229,1201,84,5,1,37.42,0.15,31.81,12.84,2.54,14.35,Delivered
23090,2022-04-18,2022-04-21,20220418,1741,54,5,4,81.47,0.2,260.7,204.84,20.86,12.54,Shipped
23091,2022-04-16,2022-04-17,20220416,1550,87,7,8,75.5,0.05,573.8,381.12,45.9,7.56,Shipped
23092,2023-09-05,2023-09-15,20230905,927,152,4,2,23.16,0.0,46.32,23.62,3.71,2.03,Shipped
23093,2022-05-25,2022-05-31,20220525,1840,82,5,6,101.76,0.0,610.56,384.78,48.84,1.72,Delivered
23094,2022-05-07,2022-05-08,20220507,65,74,2,1,70.27,0.0,70.27,34.13,5.62,8.68,Delivered
23095,2022-11-11,2022-11-12,20221111,1723,6,6,8,2984.97,0.1,21491.78,11511.44,1719.34,19.99,Shipped
23096,2023-02-22,2023-02-27,20230222,667,77,2,4,38.01,0.0,152.04,90.92,12.16,5.92,Delivered
23097,2024-04-15,2024-04-21,20240415,819,86,8,3,91.68,0.0,275.04,150.03,22.0,5.92,Delivered
23098,2024-05-02,2024-05-05,20240502,1758,101,5,6,63.66,0.0,381.96,163.32,30.56,5.66,Delivered
23099,2022-05-11,2022-05-16,20220511,1281,43,6,1,136.61,0.05,129.78,55.14,10.38,14.56,Shipped
23100,2022-03-18,2022-03-26,20220318,1666,119,5,3,19.13,0.2,45.91,35.76,3.67,12.81,Delivered
23101,2024-09-12,2024-09-16,20240912,1689,92,7,2,112.41,0.0,224.82,93.0,17.99,10.11,Shipped
23102,2022-04-30,2022-05-04,20220430,369,100,4,8,42.56,0.0,340.48,167.68,27.24,8.29,Returned
23103,2024-08-25,2024-08-30,20240825,1642,19,3,5,2940.45,0.05,13967.14,9905.75,1117.37,31.52,Shipped
23104,2022-12-13,2022-12-20,20221213,1992,96,7,1,107.45,0.0,107.45,42.2,8.6,7.51,Shipped
23105,2022-02-11,2022-02-21,20220211,1005,23,8,3,209.62,0.05,597.42,448.95,47.79,7.84,Delivered
23106,2023-01-17,2023-01-26,20230117,1186,22,5,3,37.5,0.0,112.5,64.98,9.0,7.18,Delivered
23107,2024-02-15,2024-02-16,20240215,1180,142,8,2,55.72,0.0,111.44,85.88,8.92,8.61,Delivered
23108,2022-08-18,2022-08-22,20220818,913,47,8,6,14.07,0.2,67.54,56.46,5.4,14.12,Delivered
23109,2022-05-01,2022-05-11,20220501,1283,105,2,4,110.84,0.0,443.36,246.48,35.47,5.96,Delivered
23110,2024-08-17,2024-08-22,20240817,1388,118,8,5,5.11,0.15,21.72,12.6,1.74,4.16,Delivered
23111,2024-07-08,2024-07-15,20240708,978,110,4,3,88.03,0.0,264.09,100.92,21.13,6.45,Shipped
23112,2022-12-13,2022-12-21,20221213,1930,126,2,4,52.62,0.0,210.48,105.0,16.84,8.54,Delivered
23113,2024-05-11,2024-05-14,20240511,1008,39,7,7,192.09,0.15,1142.94,740.95,91.44,2.16,Delivered
23114,2024-02-15,2024-02-23,20240215,1125,78,4,5,88.99,0.0,444.95,287.65,35.6,7.2,Delivered
23115,2024-05-15,2024-05-24,20240515,1628,9,2,8,1377.73,0.1,9919.66,6707.04,793.57,41.75,Shipped
23116,2022-10-09,2022-10-13,20221009,1143,104,7,1,79.21,0.1,71.29,38.26,5.7,6.33,Shipped
23117,2024-09-28,2024-10-05,20240928,1773,24,4,6,309.73,0.15,1579.62,1275.18,126.37,10.64,Delivered
23118,2024-05-13,2024-05-16,20240513,190,80,2,1,58.95,0.0,58.95,39.47,4.72,3.32,Shipped
23119,2023-09-12,2023-09-18,20230912,809,16,5,8,2937.3,0.15,19973.64,11205.44,1597.89,32.23,Delivered
23120,2022-09-18,2022-09-26,20220918,350,72,3,5,99.38,0.0,496.9,260.7,39.75,14.2,Delivered
23121,2023-01-08,2023-01-16,20230108,1719,90,1,3,24.59,0.0,73.77,45.45,5.9,5.09,Cancelled
23122,2024-03-28,2024-04-01,20240328,1714,84,8,3,26.82,0.1,72.41,38.52,5.79,3.08,Delivered
23123,2024-08-16,2024-08-18,20240816,1772,1,4,6,842.37,0.2,4043.38,2251.26,323.47,37.49,Delivered
23124,2024-08-06,2024-08-12,20240806,1845,31,5,8,97.93,0.05,744.27,320.08,59.54,11.17,Shipped
23125,2022-01-30,2022-02-02,20220130,1333,23,4,7,191.31,0.15,1138.29,1047.55,91.06,4.71,Delivered
23126,2023-10-14,2023-10-17,20231014,1835,142,4,6,66.41,0.0,398.46,257.64,31.88,12.43,Cancelled
23127,2024-03-18,2024-03-28,20240318,1643,49,1,5,151.38,0.1,681.21,288.2,54.5,5.07,Delivered
23128,2023-02-22,2023-02-27,20230222,1109,149,4,5,55.35,0.0,276.75,119.2,22.14,12.82,Delivered
23129,2022-02-10,2022-02-15,20220210,920,7,4,1,2056.22,0.15,1747.79,1371.61,139.82,34.72,Delivered
23130,2024-01-07,2024-01-10,20240107,296,70,2,5,97.58,0.15,414.72,214.3,33.18,2.44,Delivered
23131,2022-05-18,2022-05-24,20220518,1231,47,1,4,14.7,0.2,47.04,37.64,3.76,5.78,Delivered
23132,2024-06-13,2024-06-19,20240613,108,96,5,4,95.01,0.0,380.04,168.8,30.4,4.94,Returned
23133,2022-08-29,2022-09-07,20220829,1446,53,1,6,59.47,0.05,338.98,229.74,27.12,9.96,Returned
23134,2022-01-18,2022-01-21,20220118,885,6,6,1,1904.34,0.0,1904.34,1438.93,152.35,36.8,Delivered
23135,2024-12-17,2024-12-20,20241217,1624,150,5,1,65.84,0.05,62.55,27.5,5.0,14.04,Shipped
23136,2022-05-04,2022-05-13,20220504,191,46,8,6,313.1,0.0,1878.6,1153.14,150.29,12.03,Cancelled
23137,2024-01-26,2024-01-29,20240126,488,90,4,5,24.25,0.05,115.19,75.75,9.22,3.9,Delivered
23138,2023-07-31,2023-08-06,20230731,1682,88,5,1,31.53,0.0,31.53,11.37,2.52,9.05,Shipped
23139,2024-10-11,2024-10-18,20241011,568,164,6,5,52.36,0.0,261.8,184.05,20.94,11.59,Delivered
23140,2022-08-27,2022-08-28,20220827,647,50,3,7,216.04,0.0,1512.28,937.58,120.98,1.75,Delivered
23141,2024-02-19,2024-02-23,20240219,1843,135,3,3,37.54,0.0,112.62,67.38,9.01,2.59,Delivered
23142,2022-10-11,2022-10-13,20221011,1133,127,4,7,65.45,0.0,458.15,195.72,36.65,2.62,Delivered
23143,2022-04-09,2022-04-11,20220409,282,30,1,7,147.01,0.0,1029.07,682.57,82.33,14.47,Delivered
23144,2024-07-23,2024-07-27,20240723,288,125,8,1,11.31,0.05,10.74,7.27,0.86,11.32,Delivered
23145,2023-01-01,2023-01-05,20230101,1256,26,7,7,188.51,0.0,1319.57,622.09,105.57,9.95,Returned
23146,2022-01-31,2022-02-02,20220131,387,36,6,6,71.39,0.0,428.34,193.92,34.27,6.85,Returned
23147,2022-08-19,2022-08-23,20220819,477,123,6,2,36.61,0.05,69.56,33.36,5.56,1.53,Delivered
23148,2022-09-28,2022-10-07,20220928,969,45,3,3,91.88,0.15,234.29,169.38,18.74,11.7,Shipped
23149,2024-12-14,2024-12-21,20241214,700,19,8,6,4326.94,0.0,25961.64,11886.9,2076.93,21.87,Delivered
23150,2022-09-11,2022-09-20,20220911,1283,22,2,7,39.13,0.0,273.91,151.62,21.91,5.71,Delivered
23151,2022-08-20,2022-08-28,20220820,1300,82,5,1,89.89,0.05,85.4,64.13,6.83,13.68,Delivered
23152,2022-11-02,2022-11-03,20221102,1189,84,3,1,36.05,0.1,32.44,12.84,2.6,12.59,Delivered
23153,2023-08-26,2023-08-30,20230826,1270,71,3,7,109.6,0.0,767.2,494.9,61.38,5.65,Delivered
23154,2024-07-13,2024-07-16,20240713,222,113,2,4,25.71,0.05,97.7,63.36,7.82,12.1,Delivered
23155,2024-06-20,2024-06-28,20240620,1527,135,8,8,44.11,0.0,352.88,179.68,28.23,12.39,Delivered
23156,2022-05-26,2022-06-02,20220526,1277,155,2,7,22.46,0.15,133.64,56.49,10.69,10.27,Delivered
23157,2022-04-14,2022-04-22,20220414,487,141,3,7,58.27,0.05,387.5,222.11,31.0,9.95,Delivered
23158,2024-09-17,2024-09-26,20240917,1157,81,1,8,36.13,0.15,245.68,158.72,19.65,3.85,Delivered
23159,2022-11-07,2022-11-17,20221107,1464,21,3,7,24.94,0.05,165.85,94.71,13.27,6.01,Delivered
23160,2022-10-18,2022-10-25,20221018,1379,129,2,3,27.46,0.2,65.9,47.04,5.27,1.04,Delivered
23161,2023-05-06,2023-05-07,20230506,1653,148,3,1,58.8,0.15,49.98,39.14,4.0,7.72,Delivered
23162,2023-06-12,2023-06-16,20230612,620,17,7,8,2384.22,0.05,18120.07,11434.08,1449.61,23.9,Delivered
23163,2024-09-09,2024-09-15,20240909,1779,141,8,4,65.49,0.1,235.76,126.92,18.86,7.07,Delivered
23164,2024-10-16,2024-10-20,20241016,1207,2,2,7,2139.25,0.1,13477.28,6025.88,1078.18,7.58,Cancelled
23165,2024-02-29,2024-03-02,20240229,659,133,6,5,20.26,0.15,86.1,46.1,6.89,12.19,Delivered
23166,2024-06-09,2024-06-19,20240609,173,25,4,4,169.32,0.2,541.82,326.92,43.35,3.26,Delivered
23167,2023-11-08,2023-11-13,20231108,1078,76,6,5,58.12,0.0,290.6,103.2,23.25,8.27,Returned
23168,2024-10-04,2024-10-10,20241004,1683,56,8,3,224.02,0.0,672.06,439.02,53.76,5.46,Delivered
23169,2024-01-07,2024-01-15,20240107,1452,158,3,3,16.6,0.0,49.8,33.81,3.98,3.25,Delivered
23170,2024-08-02,2024-08-12,20240802,1034,69,5,8,88.38,0.1,636.34,440.08,50.91,9.63,Delivered
23171,2024-05-05,2024-05-12,20240505,1593,71,5,3,102.94,0.0,308.82,212.1,24.71,12.65,Delivered
23172,2023-07-20,2023-07-22,20230720,1705,54,3,5,84.1,0.05,399.48,256.05,31.96,14.6,Delivered
23173,2023-08-31,2023-09-04,20230831,197,105,6,1,118.04,0.0,118.04,61.62,9.44,7.54,Delivered
23174,2024-10-02,2024-10-06,20241002,800,140,3,4,58.14,0.0,232.56,108.6,18.6,8.79,Delivered
23175,2024-04-29,2024-05-08,20240429,1580,121,6,5,49.69,0.1,223.6,156.65,17.89,13.34,Delivered
23176,2024-06-22,2024-06-26,20240622,268,29,4,4,276.14,0.0,1104.56,464.96,88.36,11.95,Delivered
23177,2023-07-31,2023-08-10,20230731,1248,73,3,1,38.48,0.15,32.71,16.33,2.62,5.3,Delivered
23178,2022-05-12,2022-05-13,20220512,1335,22,4,6,41.15,0.05,234.55,129.96,18.76,4.31,Delivered
23179,2022-12-23,2023-01-01,20221223,470,94,3,6,57.9,0.2,277.92,138.36,22.23,8.74,Delivered
23180,2023-12-12,2023-12-21,20231212,1171,117,4,1,64.79,0.05,61.55,20.34,4.92,7.76,Shipped
23181,2024-09-11,2024-09-18,20240911,1350,11,3,3,1160.01,0.0,3480.03,1727.13,278.4,28.91,Delivered
23182,2023-12-03,2023-12-04,20231203,40,37,1,2,228.69,0.05,434.51,222.28,34.76,12.07,Delivered
23183,2022-03-07,2022-03-15,20220307,682,22,6,6,39.16,0.15,199.72,129.96,15.98,2.07,Delivered
23184,2024-07-08,2024-07-15,20240708,302,127,7,1,75.43,0.0,75.43,27.96,6.03,7.01,Delivered
23185,2022-03-16,2022-03-18,20220316,1434,99,7,3,44.83,0.0,134.49,70.26,10.76,7.67,Returned
23186,2023-11-14,2023-11-15,20231114,1397,35,4,5,128.25,0.1,577.12,309.0,46.17,13.53,Delivered
23187,2024-09-16,2024-09-26,20240916,1682,69,7,6,93.94,0.0,563.64,330.06,45.09,5.33,Shipped
23188,2023-09-26,2023-09-27,20230926,405,109,2,8,76.38,0.0,611.04,272.8,48.88,11.83,Delivered
23189,2022-12-22,2022-12-28,20221222,394,91,3,7,24.58,0.0,172.06,54.81,13.76,2.49,Delivered
23190,2023-05-04,2023-05-11,20230504,1106,105,7,4,108.26,0.15,368.08,246.48,29.45,8.55,Shipped
23191,2023-08-29,2023-09-02,20230829,1852,57,5,5,73.11,0.2,292.44,238.95,23.4,11.61,Delivered
23192,2022-06-03,2022-06-09,20220603,1109,100,1,8,51.62,0.2,330.37,167.68,26.43,13.98,Delivered
23193,2024-02-08,2024-02-14,20240208,917,65,7,2,184.17,0.15,313.09,205.14,25.05,7.56,Delivered
23194,2023-04-02,2023-04-10,20230402,432,17,6,1,2227.39,0.2,1781.91,1429.26,142.55,35.03,Shipped
23195,2023-08-20,2023-08-23,20230820,1949,7,1,7,1990.29,0.0,13932.03,9601.27,1114.56,26.51,Delivered
23196,2022-08-15,2022-08-24,20220815,1056,95,8,4,10.27,0.15,34.92,21.68,2.79,11.57,Delivered
23197,2023-12-14,2023-12-16,20231214,996,124,8,3,42.43,0.2,101.83,56.61,8.15,10.58,Shipped
23198,2023-03-17,2023-03-26,20230317,223,36,5,4,85.3,0.05,324.14,129.28,25.93,13.8,Delivered
23199,2023-03-26,2023-03-30,20230326,1752,91,1,3,19.69,0.0,59.07,23.49,4.73,4.82,Delivered
23200,2024-06-13,2024-06-22,20240613,969,70,4,4,116.01,0.05,440.84,171.44,35.27,5.25,Delivered
23201,2023-07-21,2023-07-31,20230721,1268,122,4,4,65.35,0.2,209.12,127.84,16.73,3.43,Delivered
23202,2024-11-11,2024-11-21,20241111,1647,124,4,1,40.46,0.0,40.46,18.87,3.24,6.26,Delivered
23203,2023-12-06,2023-12-16,20231206,1908,93,5,2,105.4,0.0,210.8,76.36,16.86,14.76,Delivered
23204,2023-10-12,2023-10-19,20231012,1780,27,5,4,79.72,0.1,286.99,228.0,22.96,5.82,Shipped
23205,2023-02-10,2023-02-20,20230210,1955,133,7,5,20.18,0.2,80.72,46.1,6.46,6.69,Delivered
23206,2022-07-18,2022-07-21,20220718,748,117,1,1,50.55,0.0,50.55,20.34,4.04,7.41,Delivered
23207,2024-10-10,2024-10-15,20241010,423,55,5,6,136.36,0.05,777.25,386.28,62.18,8.04,Delivered
23208,2023-06-15,2023-06-22,20230615,1570,154,2,2,38.57,0.1,69.43,41.82,5.55,2.25,Delivered
23209,2023-01-16,2023-01-22,20230116,229,37,3,2,147.54,0.2,236.06,222.28,18.88,13.1,Delivered
23210,2022-08-29,2022-09-03,20220829,1612,118,7,4,5.17,0.0,20.68,10.08,1.65,9.58,Delivered
23211,2023-10-30,2023-11-07,20231030,1396,10,8,6,2564.67,0.0,15388.02,8975.1,1231.04,36.46,Delivered
23212,2024-05-19,2024-05-25,20240519,94,51,4,6,309.5,0.15,1578.45,1176.96,126.28,9.36,Delivered
23213,2022-12-25,2023-01-01,20221225,842,104,3,7,103.54,0.1,652.3,267.82,52.18,12.19,Delivered
23214,2022-10-17,2022-10-22,20221017,205,106,6,3,39.39,0.15,100.44,54.99,8.04,13.26,Delivered
23215,2024-02-08,2024-02-10,20240208,1321,80,5,7,58.5,0.1,368.55,276.29,29.48,5.32,Cancelled
23216,2023-02-06,2023-02-12,20230206,1344,150,7,6,45.73,0.15,233.22,165.0,18.66,7.31,Delivered
23217,2022-05-02,2022-05-11,20220502,1621,85,6,2,42.47,0.2,67.95,57.86,5.44,13.19,Delivered
23218,2024-01-29,2024-02-01,20240129,1367,2,7,1,2005.87,0.05,1905.58,860.84,152.45,24.06,Returned
23219,2022-07-20,2022-07-24,20220720,1765,142,4,1,71.6,0.0,71.6,42.94,5.73,8.29,Delivered
23220,2023-05-19,2023-05-24,20230519,1943,9,5,8,1410.57,0.0,11284.56,6707.04,902.76,10.4,Delivered
23221,2023-05-18,2023-05-19,20230518,1461,53,4,2,67.68,0.1,121.82,76.58,9.75,13.89,Delivered
23222,2024-02-29,2024-03-02,20240229,536,120,8,4,48.91,0.0,195.64,129.32,15.65,6.08,Delivered
23223,2023-07-19,2023-07-25,20230719,666,161,5,4,21.98,0.15,74.73,33.12,5.98,10.61,Returned
23224,2024-09-15,2024-09-22,20240915,1459,147,2,2,37.06,0.15,63.0,48.52,5.04,2.41,Delivered
23225,2024-03-10,2024-03-13,20240310,1883,57,4,6,64.19,0.0,385.14,286.74,30.81,8.45,Delivered
23226,2024-04-15,2024-04-24,20240415,357,105,5,5,113.72,0.1,511.74,308.1,40.94,13.43,Delivered
23227,2023-04-28,2023-04-30,20230428,1592,60,7,5,130.79,0.15,555.86,254.15,44.47,13.05,Shipped
23228,2022-01-18,2022-01-26,20220118,1708,137,3,7,28.27,0.15,168.21,118.02,13.46,10.43,Delivered
23229,2022-03-04,2022-03-12,20220304,689,96,5,1,83.38,0.0,83.38,42.2,6.67,1.33,Shipped
23230,2022-06-23,2022-06-24,20220623,1759,74,1,1,76.49,0.15,65.02,34.13,5.2,4.51,Delivered
23231,2023-01-17,2023-01-27,20230117,1851,71,6,1,87.65,0.0,87.65,70.7,7.01,13.73,Delivered
23232,2023-04-05,2023-04-14,20230405,745,99,1,6,39.99,0.05,227.94,140.52,18.24,5.84,Delivered
23233,2024-07-15,2024-07-20,20240715,1599,52,5,3,312.0,0.15,795.6,332.7,63.65,7.42,Cancelled
23234,2023-04-17,2023-04-25,20230417,1795,84,1,4,28.62,0.0,114.48,51.36,9.16,11.07,Delivered
23235,2024-03-30,2024-04-07,20240330,1414,35,2,8,98.15,0.0,785.2,494.4,62.82,5.12,Delivered
23236,2023-03-04,2023-03-05,20230304,1243,71,8,7,104.78,0.0,733.46,494.9,58.68,2.34,Delivered
23237,2023-11-01,2023-11-09,20231101,1557,162,1,5,33.26,0.2,133.04,64.2,10.64,12.76,Shipped
23238,2022-01-27,2022-01-30,20220127,1073,138,3,4,25.78,0.0,103.12,79.84,8.25,1.4,Delivered
23239,2023-11-19,2023-11-23,20231119,948,161,3,7,22.8,0.2,127.68,57.96,10.21,3.86,Delivered
23240,2024-09-13,2024-09-20,20240913,1071,111,5,2,59.88,0.0,119.76,59.42,9.58,1.34,Delivered
23241,2022-04-05,2022-04-13,20220405,542,114,7,7,42.04,0.0,294.28,195.02,23.54,7.5,Returned
23242,2024-02-16,2024-02-23,20240216,1454,36,3,6,67.44,0.1,364.18,193.92,29.13,13.68,Shipped
23243,2023-03-07,2023-03-08,20230307,1936,124,3,7,33.8,0.05,224.77,132.09,17.98,6.03,Shipped
23244,2024-03-27,2024-03-29,20240327,722,101,7,6,59.31,0.0,355.86,163.32,28.47,1.95,Delivered
23245,2022-04-02,2022-04-11,20220402,538,16,8,4,2749.05,0.2,8796.96,5602.72,703.76,39.0,Shipped
23246,2023-01-15,2023-01-16,20230115,247,162,5,1,23.93,0.0,23.93,12.84,1.91,11.41,Delivered
23247,2023-05-23,2023-05-25,20230523,1836,148,2,1,59.1,0.1,53.19,39.14,4.26,13.94,Delivered
23248,2023-11-08,2023-11-13,20231108,1701,156,1,4,11.47,0.0,45.88,25.76,3.67,14.36,Returned
23249,2024-04-26,2024-05-02,20240426,1305,101,4,7,58.35,0.0,408.45,190.54,32.68,6.08,Delivered
23250,2022-10-06,2022-10-12,20221006,379,93,2,1,79.32,0.1,71.39,38.18,5.71,3.71,Delivered
23251,2023-05-24,2023-05-31,20230524,1919,22,4,5,38.63,0.1,173.84,108.3,13.91,12.06,Delivered
23252,2022-11-12,2022-11-22,20221112,603,94,5,2,56.84,0.0,113.68,46.12,9.09,8.66,Delivered
23253,2023-08-07,2023-08-09,20230807,1588,10,3,8,2640.31,0.1,19010.23,11966.8,1520.82,33.59,Returned
23254,2024-04-02,2024-04-08,20240402,233,74,2,8,73.29,0.0,586.32,273.04,46.91,6.56,Delivered
23255,2023-11-26,2023-12-02,20231126,874,134,2,7,8.53,0.0,59.71,26.46,4.78,9.5,Delivered
23256,2024-11-17,2024-11-23,20241117,1458,158,6,3,27.69,0.0,83.07,33.81,6.65,10.38,Cancelled
23257,2022-03-10,2022-03-20,20220310,121,104,2,8,73.02,0.1,525.74,306.08,42.06,6.02,Delivered
23258,2023-12-07,2023-12-11,20231207,1234,46,4,4,409.12,0.0,1636.48,768.76,130.92,4.4,Returned
23259,2022-07-18,2022-07-19,20220718,1302,111,1,1,58.0,0.2,46.4,29.71,3.71,14.03,Delivered
23260,2024-09-21,2024-09-23,20240921,97,88,8,4,28.86,0.15,98.12,45.48,7.85,12.17,Delivered
23261,2022-09-05,2022-09-06,20220905,40,100,7,5,42.96,0.2,171.84,104.8,13.75,6.36,Shipped
23262,2024-07-24,2024-07-26,20240724,432,149,3,5,70.75,0.0,353.75,119.2,28.3,1.31,Delivered
23263,2023-09-13,2023-09-16,20230913,1394,81,4,4,34.84,0.0,139.36,79.36,11.15,10.99,Returned
23264,2024-07-23,2024-07-30,20240723,854,17,2,5,2217.49,0.0,11087.45,7146.3,887.0,43.28,Delivered
23265,2024-11-23,2024-12-03,20241123,1664,148,4,3,81.92,0.2,196.61,117.42,15.73,10.78,Shipped
23266,2024-10-13,2024-10-16,20241013,631,113,8,7,23.14,0.0,161.98,110.88,12.96,3.07,Delivered
23267,2023-09-17,2023-09-24,20230917,408,21,8,2,18.4,0.1,33.12,27.06,2.65,14.94,Delivered
23268,2022-04-29,2022-05-07,20220429,643,121,3,6,43.24,0.2,207.55,187.98,16.6,8.63,Delivered
23269,2022-07-28,2022-07-29,20220728,218,90,5,4,27.48,0.05,104.42,60.6,8.35,9.4,Delivered
23270,2022-08-07,2022-08-15,20220807,292,116,8,5,40.56,0.2,162.24,136.35,12.98,7.33,Delivered
23271,2022-05-18,2022-05-27,20220518,767,2,3,7,2119.56,0.0,14836.92,6025.88,1186.95,23.43,Shipped
23272,2024-03-17,2024-03-20,20240317,736,77,8,1,44.12,0.1,39.71,22.73,3.18,13.08,Delivered
23273,2023-04-16,2023-04-18,20230416,1952,71,7,3,114.26,0.0,342.78,212.1,27.42,2.79,Cancelled
23274,2022-11-02,2022-11-04,20221102,165,96,7,1,112.12,0.05,106.51,42.2,8.52,8.15,Delivered
23275,2024-08-20,2024-08-29,20240820,243,143,4,3,59.9,0.0,179.7,92.16,14.38,10.08,Delivered
23276,2024-04-13,2024-04-19,20240413,313,58,6,7,224.76,0.0,1573.32,805.35,125.87,8.94,Delivered
23277,2024-05-17,2024-05-24,20240517,823,89,1,1,71.25,0.1,64.12,43.43,5.13,6.53,Delivered
23278,2022-10-12,2022-10-22,20221012,115,42,2,3,36.36,0.0,109.08,49.11,8.73,8.04,Cancelled
23279,2023-03-21,2023-03-29,20230321,1305,30,6,6,147.76,0.0,886.56,585.06,70.92,12.01,Delivered
23280,2022-06-14,2022-06-15,20220614,17,95,2,8,10.8,0.0,86.4,43.36,6.91,14.06,Delivered
23281,2024-08-08,2024-08-09,20240808,1364,117,3,4,44.63,0.0,178.52,81.36,14.28,10.14,Delivered
23282,2023-05-19,2023-05-25,20230519,1739,151,5,5,15.64,0.05,74.29,36.6,5.94,12.86,Delivered
23283,2023-08-07,2023-08-08,20230807,437,132,2,6,44.13,0.1,238.3,145.62,19.06,12.74,Delivered
23284,2022-09-16,2022-09-17,20220916,1602,126,3,8,39.13,0.1,281.74,210.0,22.54,14.96,Delivered
23285,2022-12-17,2022-12-25,20221217,418,94,7,5,60.51,0.1,272.3,115.3,21.78,7.9,Delivered
23286,2023-07-10,2023-07-19,20230710,1126,111,7,7,67.66,0.15,402.58,207.97,32.21,1.11,Delivered
23287,2022-06-14,2022-06-15,20220614,453,55,4,1,153.73,0.0,153.73,64.38,12.3,14.39,Delivered
23288,2024-12-31,2025-01-02,20241231,1171,100,3,7,59.57,0.05,396.14,146.72,31.69,8.67,Shipped
23289,2023-01-03,2023-01-05,20230103,1621,6,5,5,1959.53,0.15,8328.0,7194.65,666.24,37.51,Shipped
23290,2024-04-06,2024-04-10,20240406,550,92,5,5,100.68,0.0,503.4,232.5,40.27,10.89,Delivered
23291,2024-06-01,2024-06-05,20240601,1345,13,8,8,2546.51,0.1,18334.87,9635.04,1466.79,8.66,Shipped
23292,2024-06-12,2024-06-18,20240612,818,141,7,4,62.83,0.2,201.06,126.92,16.08,4.74,Delivered
23293,2022-10-19,2022-10-20,20221019,787,68,7,1,163.49,0.2,130.79,76.44,10.46,9.45,Delivered
23294,2022-12-22,2023-01-01,20221222,133,33,2,3,419.48,0.0,1258.44,590.1,100.68,4.38,Delivered
23295,2024-06-27,2024-07-07,20240627,641,109,1,5,96.61,0.05,458.9,170.5,36.71,11.0,Delivered
